age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,was_previously_contacted,pdays_clean,y_true,y_pred,prob_yes,correct
49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,0,unknown,0,0,1,0,0.3499762,0
30,student,single,tertiary,no,228,yes,no,cellular,13,may,314,2,0,unknown,0,0,1,0,0.35525498,0
32,student,married,secondary,no,1536,no,no,cellular,7,aug,289,2,0,unknown,0,0,1,0,0.356581,0
25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,0,unknown,0,0,1,0,0.35734603,0
47,blue-collar,married,secondary,no,1730,yes,no,cellular,30,apr,231,1,0,unknown,0,0,1,0,0.37909302,0
56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,0,unknown,0,0,1,0,0.38377568,0
49,technician,single,secondary,no,-188,yes,yes,cellular,17,nov,454,1,0,unknown,0,0,1,0,0.38570437,0
32,self-employed,single,tertiary,no,386,yes,no,cellular,18,nov,482,1,0,unknown,0,0,1,0,0.396937,0
49,blue-collar,married,secondary,no,1946,no,no,cellular,16,jul,486,1,0,unknown,0,0,1,0,0.39712927,0
37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,0,unknown,0,0,1,0,0.4017303,0
55,technician,divorced,tertiary,no,0,no,no,cellular,18,aug,237,1,0,unknown,0,0,1,0,0.4020024,0
43,management,divorced,secondary,no,51,no,no,cellular,2,feb,430,1,0,unknown,0,0,1,0,0.40435004,0
39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,0,unknown,0,0,1,0,0.4093919,0
33,services,single,tertiary,no,-452,no,no,cellular,29,jan,692,2,0,unknown,0,0,1,0,0.4143438,0
39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,2,2,failure,1,116,1,0,0.4167666,0
42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,0,unknown,0,0,1,0,0.4247773,0
31,blue-collar,married,secondary,no,0,yes,no,unknown,10,aug,97,1,1,other,1,782,1,0,0.43224427,0
31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,0,unknown,0,0,1,0,0.43225583,0
32,technician,single,tertiary,no,550,no,no,cellular,19,nov,337,1,0,unknown,0,0,1,0,0.43771017,0
55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,0,unknown,0,0,1,0,0.44634652,0
62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,158,1,0,unknown,0,0,1,0,0.4468183,0
30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,2,failure,1,370,1,0,0.45248085,0
71,retired,married,primary,no,2988,no,no,telephone,17,apr,130,1,0,unknown,0,0,1,0,0.45383087,0
35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,0,unknown,0,0,1,0,0.46057412,0
35,technician,single,tertiary,no,0,no,no,cellular,14,jan,187,7,0,unknown,0,0,1,0,0.47837347,0
25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,0,unknown,0,0,1,0,0.4819502,0
26,technician,single,tertiary,no,401,no,no,cellular,5,may,188,2,0,unknown,0,0,1,0,0.48323458,0
77,unknown,married,unknown,no,397,no,no,telephone,7,may,300,3,0,unknown,0,0,1,0,0.4857159,0
19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,0,unknown,0,0,1,0,0.4891232,0
34,admin.,married,secondary,no,0,yes,no,cellular,10,feb,97,1,1,failure,1,85,1,0,0.48986754,0
36,student,single,unknown,no,417,no,no,cellular,10,feb,151,1,0,unknown,0,0,1,0,0.4910758,0
77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,12,failure,1,277,1,0,0.49917746,0
