age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,was_previously_contacted,pdays_clean,y_true,y_pred,prob_yes,correct
29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,0,unknown,0,0,1,0,0.086396135,0
47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,3,failure,1,359,1,0,0.086781725,0
58,entrepreneur,married,secondary,no,496,no,no,cellular,22,apr,132,1,0,unknown,0,0,1,0,0.08886936,0
60,technician,married,secondary,no,824,yes,no,cellular,9,feb,127,1,7,other,1,558,1,0,0.08941682,0
37,services,married,secondary,no,466,yes,yes,cellular,25,may,377,1,0,unknown,0,0,1,0,0.09064293,0
36,admin.,divorced,secondary,no,-811,yes,no,cellular,12,may,365,2,0,unknown,0,0,1,0,0.09266386,0
49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,0,unknown,0,0,1,0,0.095593624,0
31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,0,unknown,0,0,1,0,0.0981296,0
38,admin.,married,secondary,no,47,yes,no,cellular,4,may,288,5,0,unknown,0,0,1,0,0.09935716,0
36,technician,married,tertiary,no,202,no,no,cellular,29,jan,313,1,3,failure,1,120,1,0,0.09978699,0
77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,12,failure,1,277,1,0,0.10058461,0
53,blue-collar,married,secondary,no,6112,no,no,cellular,3,feb,211,1,0,unknown,0,0,1,0,0.10452445,0
27,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,6,0,unknown,0,0,1,0,0.10481583,0
19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,0,unknown,0,0,1,0,0.10559516,0
33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,1,other,1,182,1,0,0.107602045,0
32,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,0,unknown,0,0,1,0,0.10784224,0
31,management,single,tertiary,no,825,yes,no,unknown,21,may,506,2,0,unknown,0,0,1,0,0.1078744,0
30,admin.,single,tertiary,no,305,no,no,cellular,4,feb,227,2,0,unknown,0,0,1,0,0.10855433,0
39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,0,unknown,0,0,1,0,0.11222495,0
47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,0,unknown,0,0,1,0,0.1123418,0
42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,0,unknown,0,0,1,0,0.11348757,0
35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,4,failure,1,179,1,0,0.1166342,0
49,technician,single,secondary,no,-188,yes,yes,cellular,17,nov,454,1,0,unknown,0,0,1,0,0.116700985,0
38,management,single,tertiary,no,619,yes,no,unknown,6,jun,460,4,0,unknown,0,0,1,0,0.11688068,0
45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,0,unknown,0,0,1,0,0.121225424,0
34,admin.,single,secondary,no,63,yes,no,cellular,17,apr,678,1,0,unknown,0,0,1,0,0.121717975,0
62,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,158,1,0,unknown,0,0,1,0,0.1225859,0
47,management,married,secondary,no,2892,no,no,unknown,17,jun,556,1,0,unknown,0,0,1,0,0.123222575,0
44,blue-collar,single,primary,no,36,yes,no,cellular,15,may,551,1,2,failure,1,371,1,0,0.124537565,0
39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,0,unknown,0,0,1,0,0.12608312,0
57,retired,divorced,primary,no,720,no,no,telephone,17,feb,202,4,0,unknown,0,0,1,0,0.12823962,0
28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,302,1,1,success,1,301,1,0,0.12960514,0
78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,0,unknown,0,0,1,0,0.13259637,0
34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,0,unknown,0,0,1,0,0.13348669,0
26,management,single,tertiary,no,114,yes,no,cellular,7,may,457,1,0,unknown,0,0,1,0,0.13374045,0
43,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,0,unknown,0,0,1,0,0.13496183,0
47,blue-collar,married,secondary,no,1730,yes,no,cellular,30,apr,231,1,0,unknown,0,0,1,0,0.13511789,0
52,retired,divorced,primary,no,-779,yes,yes,cellular,17,apr,709,1,0,unknown,0,0,1,0,0.13792816,0
35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,2,failure,1,164,1,0,0.14047082,0
36,student,single,unknown,no,417,no,no,cellular,10,feb,151,1,0,unknown,0,0,1,0,0.14236382,0
53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,0,unknown,0,0,1,0,0.14251111,0
34,management,single,tertiary,no,1228,no,no,cellular,5,feb,263,8,0,unknown,0,0,1,0,0.14346227,0
30,admin.,married,secondary,no,4457,yes,no,cellular,21,nov,566,4,0,unknown,0,0,1,0,0.14368637,0
39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,0,unknown,0,0,1,0,0.14473148,0
30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,0,unknown,0,0,1,0,0.14821254,0
60,retired,divorced,secondary,no,1091,no,no,cellular,30,jul,441,5,0,unknown,0,0,1,0,0.1486618,0
26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,0,unknown,0,0,1,0,0.1492041,0
67,housemaid,divorced,secondary,no,5275,no,no,cellular,13,aug,222,4,0,unknown,0,0,1,0,0.15029725,0
30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,2,failure,1,370,1,0,0.15119447,0
43,management,married,tertiary,no,240,yes,no,cellular,16,apr,453,1,0,unknown,0,0,1,0,0.15153903,0
24,admin.,single,tertiary,no,-61,no,no,cellular,11,mar,95,4,0,unknown,0,0,1,0,0.1525186,0
28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,0,unknown,0,0,1,0,0.15934715,0
71,retired,married,primary,no,2988,no,no,telephone,17,apr,130,1,0,unknown,0,0,1,0,0.16148578,0
32,services,single,secondary,no,1168,yes,no,cellular,16,nov,411,1,0,unknown,0,0,1,0,0.16186751,0
31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,2,0,unknown,0,0,1,0,0.16214968,0
54,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,2,0,unknown,0,0,1,0,0.16357182,0
61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,0,unknown,0,0,1,0,0.163823,0
40,blue-collar,married,unknown,no,87,yes,no,cellular,13,may,477,3,0,unknown,0,0,1,0,0.16391315,0
26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,1,failure,1,105,1,0,0.16456154,0
36,technician,married,tertiary,no,376,no,no,cellular,16,sep,173,1,0,unknown,0,0,1,0,0.1649276,0
50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,3,failure,1,302,1,0,0.16508529,0
26,management,single,tertiary,no,390,no,no,cellular,7,aug,325,1,0,unknown,0,0,1,0,0.16521586,0
57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,172,1,0,unknown,0,0,1,0,0.16952826,0
26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,1,failure,1,268,1,0,0.17114455,0
43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,0,unknown,0,0,1,0,0.17216745,0
39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,2,2,failure,1,116,1,0,0.17669365,0
36,management,divorced,tertiary,no,1057,no,no,cellular,19,jul,230,2,2,failure,1,164,1,0,0.17790672,0
32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,0,unknown,0,0,1,0,0.1808762,0
33,services,single,tertiary,no,-452,no,no,cellular,29,jan,692,2,0,unknown,0,0,1,0,0.18550931,0
31,management,single,tertiary,no,4718,yes,no,cellular,21,nov,536,1,0,unknown,0,0,1,0,0.1866798,0
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,2,success,1,94,1,0,0.1870634,0
39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,1,0,unknown,0,0,1,0,0.1913176,0
37,technician,married,unknown,no,189,no,no,cellular,16,jun,162,2,0,unknown,0,0,1,0,0.19568634,0
46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,5,other,1,261,1,0,0.20200841,0
25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,0,unknown,0,0,1,0,0.2053145,0
39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,0,unknown,0,0,1,0,0.20539355,0
44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,0,unknown,0,0,1,0,0.206677,0
62,retired,married,secondary,no,1495,no,no,cellular,2,feb,265,1,0,unknown,0,0,1,0,0.20903905,0
46,blue-collar,married,secondary,no,640,yes,no,cellular,11,sep,108,2,2,failure,1,129,1,0,0.21033512,0
55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,0,unknown,0,0,1,0,0.21130064,0
74,retired,married,secondary,no,935,no,no,cellular,5,may,226,1,2,failure,1,99,1,0,0.2120308,0
39,services,married,secondary,no,53,no,no,unknown,5,mar,257,1,1,failure,1,394,1,0,0.21376911,0
34,management,single,tertiary,no,275,no,no,cellular,2,aug,196,2,23,other,1,455,1,0,0.213812,0
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,2,success,1,204,1,0,0.2138469,0
37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,0,unknown,0,0,1,0,0.21897732,0
39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,1,failure,1,371,1,0,0.21977977,0
60,retired,divorced,secondary,no,514,no,no,cellular,15,oct,187,2,10,success,1,213,1,0,0.22128025,0
30,admin.,single,secondary,no,-213,yes,yes,unknown,27,may,751,1,0,unknown,0,0,1,0,0.22258966,0
32,self-employed,single,tertiary,no,386,yes,no,cellular,18,nov,482,1,0,unknown,0,0,1,0,0.22325858,0
76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,233,2,3,success,1,187,1,0,0.22356859,0
35,technician,single,secondary,no,354,no,no,cellular,11,aug,444,3,0,unknown,0,0,1,0,0.22508006,0
31,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,581,6,0,unknown,0,0,1,0,0.22565283,0
56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,0,unknown,0,0,1,0,0.22655156,0
29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,1,success,1,181,1,0,0.22655971,0
43,management,divorced,secondary,no,51,no,no,cellular,2,feb,430,1,0,unknown,0,0,1,0,0.2266976,0
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,395,3,1,other,1,426,1,0,0.23242846,0
35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,843,2,0,unknown,0,0,1,0,0.23353986,0
66,housemaid,married,primary,no,40,no,no,telephone,14,oct,290,2,0,unknown,0,0,1,0,0.23492178,0
45,self-employed,divorced,tertiary,no,963,yes,no,cellular,12,may,528,5,0,unknown,0,0,1,0,0.23986897,0
42,technician,divorced,secondary,no,214,no,no,cellular,16,apr,127,1,0,unknown,0,0,1,0,0.24150759,0
66,retired,married,secondary,no,2048,no,no,cellular,27,aug,212,1,0,unknown,0,0,1,0,0.24228385,0
34,admin.,married,secondary,no,155,no,no,cellular,5,feb,696,2,0,unknown,0,0,1,0,0.25009465,0
38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,0,unknown,0,0,1,0,0.25089377,0
29,management,single,tertiary,no,265,no,no,cellular,24,aug,130,2,1,success,1,94,1,0,0.2520292,0
35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,0,unknown,0,0,1,0,0.25224847,0
33,management,single,tertiary,no,432,no,no,telephone,20,aug,588,6,0,unknown,0,0,1,0,0.25261894,0
31,management,divorced,tertiary,no,883,yes,no,cellular,5,mar,112,2,1,failure,1,106,1,0,0.25498202,0
41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,938,1,0,unknown,0,0,1,0,0.25555822,0
25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,0,unknown,0,0,1,0,0.257092,0
29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,0,unknown,0,0,1,0,0.25780705,0
36,management,married,tertiary,no,849,yes,yes,unknown,21,may,958,2,0,unknown,0,0,1,0,0.25791267,0
28,student,single,secondary,no,2351,no,no,telephone,22,oct,157,1,0,unknown,0,0,1,0,0.2580468,0
60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,0,unknown,0,0,1,0,0.25820056,0
37,management,single,tertiary,no,72,yes,yes,cellular,20,apr,885,5,7,failure,1,150,1,0,0.25887245,0
59,retired,married,secondary,no,1521,yes,yes,unknown,14,may,1125,2,0,unknown,0,0,1,0,0.25989932,0
32,management,married,tertiary,no,8929,no,no,cellular,11,mar,126,1,0,unknown,0,0,1,0,0.26087084,0
44,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555,1,0,unknown,0,0,1,0,0.26195532,0
41,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,0,unknown,0,0,1,0,0.263262,0
37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,0,unknown,0,0,1,0,0.26394776,0
77,retired,married,primary,no,2590,no,no,telephone,12,aug,345,1,20,failure,1,178,1,0,0.2654402,0
35,management,married,tertiary,no,82,no,no,cellular,8,aug,507,4,0,unknown,0,0,1,0,0.2664783,0
61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,1,success,1,92,1,0,0.26787353,0
49,blue-collar,married,secondary,no,1946,no,no,cellular,16,jul,486,1,0,unknown,0,0,1,0,0.2742884,0
27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,0,unknown,0,0,1,0,0.27784407,0
60,retired,married,primary,no,1542,yes,no,unknown,14,may,930,1,0,unknown,0,0,1,0,0.27907446,0
26,self-employed,single,tertiary,no,2857,no,no,cellular,3,jul,446,1,0,unknown,0,0,1,0,0.28044719,0
22,student,single,secondary,no,185,no,no,cellular,8,jul,153,1,0,unknown,0,0,1,0,0.28055137,0
32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,0,unknown,0,0,1,0,0.28093433,0
41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,0,unknown,0,0,1,0,0.2835493,0
55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,2,other,1,57,1,0,0.2847414,0
27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,2,failure,1,92,1,0,0.28502834,0
40,self-employed,married,secondary,no,0,yes,no,cellular,11,may,657,1,0,unknown,0,0,1,0,0.2852797,0
44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,788,11,0,unknown,0,0,1,0,0.28575742,0
66,retired,married,secondary,no,203,no,no,cellular,7,jul,376,1,0,unknown,0,0,1,0,0.28613427,0
32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,767,1,0,unknown,0,0,1,0,0.28620496,0
52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,1,failure,1,294,1,0,0.29159978,0
50,management,married,tertiary,no,346,no,no,cellular,6,feb,178,1,0,unknown,0,0,1,0,0.29404372,0
41,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662,1,0,unknown,0,0,1,0,0.29414502,0
57,management,married,tertiary,no,372,no,no,cellular,21,nov,553,3,0,unknown,0,0,1,0,0.29434827,0
25,blue-collar,single,secondary,no,1857,yes,no,cellular,12,oct,187,1,12,success,1,91,1,0,0.29503578,0
58,services,divorced,secondary,no,462,no,no,cellular,12,aug,332,1,0,unknown,0,0,1,0,0.2958505,0
57,housemaid,married,tertiary,no,2326,no,no,cellular,17,apr,378,1,0,unknown,0,0,1,0,0.2980922,0
32,student,married,secondary,no,1536,no,no,cellular,7,aug,289,2,0,unknown,0,0,1,0,0.30210543,0
42,unemployed,married,unknown,no,970,yes,no,telephone,21,jul,691,10,0,unknown,0,0,1,0,0.30245107,0
54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,0,unknown,0,0,1,0,0.30261222,0
52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,195,1,0,unknown,0,0,1,0,0.30292344,0
47,management,married,tertiary,no,3505,no,no,cellular,17,nov,434,2,0,unknown,0,0,1,0,0.30356452,0
59,blue-collar,married,primary,no,320,yes,no,unknown,15,may,695,1,0,unknown,0,0,1,0,0.30464733,0
31,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,jan,872,1,0,unknown,0,0,1,0,0.30603376,0
54,services,single,secondary,no,0,no,no,cellular,23,sep,209,1,0,unknown,0,0,1,0,0.30741888,0
24,management,single,tertiary,no,507,no,no,cellular,3,jul,257,1,0,unknown,0,0,1,0,0.31014776,0
43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,0,unknown,0,0,1,0,0.31074378,0
43,management,married,tertiary,no,149,yes,no,unknown,23,jun,662,2,0,unknown,0,0,1,0,0.31523773,0
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,1,4,success,1,88,1,0,0.31570005,0
60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,4,success,1,279,1,0,0.31607127,0
37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,0,unknown,0,0,1,0,0.31613374,0
51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,574,2,0,unknown,0,0,1,0,0.31696445,0
32,technician,married,secondary,no,484,yes,no,cellular,15,feb,83,6,3,success,1,187,1,0,0.31986007,0
41,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,0,unknown,0,0,1,0,0.32023627,0
34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,1,2,failure,1,175,1,0,0.32038277,0
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,5,failure,1,181,1,0,0.3220058,0
33,services,single,unknown,no,2297,no,no,cellular,27,jul,527,1,0,unknown,0,0,1,0,0.3266852,0
63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,2,3,failure,1,95,1,0,0.32750157,0
37,blue-collar,married,primary,no,-106,yes,yes,cellular,12,may,690,1,0,unknown,0,0,1,0,0.32780886,0
30,admin.,single,secondary,no,69,yes,no,cellular,17,apr,997,1,0,unknown,0,0,1,0,0.3278404,0
32,management,single,tertiary,no,2465,no,no,cellular,13,aug,414,1,0,unknown,0,0,1,0,0.32792842,0
41,management,single,tertiary,no,1982,no,no,cellular,21,nov,558,1,0,unknown,0,0,1,0,0.32964438,0
37,housemaid,single,secondary,no,465,yes,no,cellular,18,may,899,3,0,unknown,0,0,1,0,0.3316712,0
