age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,was_previously_contacted,pdays_clean,y_true,y_pred,prob_yes,correct
33,management,single,tertiary,no,1011,yes,no,unknown,12,may,1495,4,0,unknown,0,0,0,1,0.6541966,0
34,management,married,tertiary,no,250,no,no,cellular,9,dec,787,1,8,other,1,188,0,1,0.64828485,0
41,management,single,secondary,no,800,no,no,cellular,8,aug,899,2,0,unknown,0,0,0,1,0.6476657,0
44,technician,single,unknown,no,11115,no,no,cellular,25,oct,189,1,4,success,1,185,0,1,0.6466614,0
34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,269,1,2,failure,1,92,0,1,0.64536023,0
33,technician,single,secondary,no,1733,yes,no,cellular,14,may,895,3,0,unknown,0,0,0,1,0.64395154,0
55,services,married,tertiary,no,2877,no,no,cellular,9,aug,305,1,2,other,1,91,0,1,0.6437241,0
41,management,divorced,secondary,no,0,no,no,cellular,6,aug,438,2,0,unknown,0,0,0,1,0.64256394,0
47,management,married,tertiary,no,0,yes,no,cellular,4,mar,194,2,3,failure,1,181,0,1,0.6411645,0
63,unknown,married,secondary,no,367,no,no,telephone,4,mar,262,1,6,failure,1,178,0,1,0.6404165,0
30,student,single,secondary,no,155,no,no,cellular,3,jun,206,3,0,unknown,0,0,0,1,0.64033306,0
37,blue-collar,married,secondary,no,-158,yes,yes,cellular,7,may,892,2,0,unknown,0,0,0,1,0.63738054,0
45,admin.,single,secondary,no,2394,yes,yes,telephone,18,may,895,12,0,unknown,0,0,0,1,0.6372997,0
33,technician,married,tertiary,no,8023,no,no,cellular,25,feb,196,1,4,failure,1,87,0,1,0.63502157,0
37,unemployed,married,secondary,no,86,no,no,cellular,29,jan,1424,1,0,unknown,0,0,0,1,0.63429326,0
26,management,single,secondary,no,651,no,yes,cellular,5,mar,84,1,0,unknown,0,0,0,1,0.6337591,0
28,management,single,tertiary,no,2253,yes,no,unknown,18,jun,906,2,0,unknown,0,0,0,1,0.63324046,0
26,admin.,single,secondary,no,317,yes,no,unknown,3,jun,953,1,0,unknown,0,0,0,1,0.6327905,0
44,services,married,secondary,no,27,no,no,cellular,25,may,485,1,0,unknown,0,0,0,1,0.6322863,0
36,blue-collar,single,primary,no,1959,yes,no,cellular,13,may,1966,1,0,unknown,0,0,0,1,0.6318614,0
48,services,single,secondary,no,220,no,no,unknown,5,jun,1005,2,0,unknown,0,0,0,1,0.63163877,0
54,blue-collar,married,secondary,no,21,no,no,cellular,15,jun,439,1,0,unknown,0,0,0,1,0.6294956,0
25,unemployed,single,secondary,no,771,no,no,cellular,5,mar,86,1,0,unknown,0,0,0,1,0.6289333,0
57,blue-collar,divorced,secondary,no,1795,yes,no,unknown,19,jun,818,1,0,unknown,0,0,0,1,0.6266575,0
32,management,single,tertiary,no,3289,no,no,cellular,8,oct,375,2,2,failure,1,179,0,1,0.62618154,0
29,management,married,tertiary,no,198,yes,no,cellular,4,aug,453,1,1,failure,1,1,0,1,0.62296987,0
36,self-employed,married,tertiary,no,980,no,no,cellular,24,sep,349,2,8,failure,1,53,0,1,0.62013394,0
26,management,single,tertiary,no,7628,no,no,cellular,1,apr,263,1,0,unknown,0,0,0,1,0.6196946,0
39,blue-collar,single,unknown,no,2841,yes,no,unknown,5,jun,1121,3,0,unknown,0,0,0,1,0.6183223,0
35,management,married,tertiary,no,1550,yes,no,unknown,29,may,1611,2,0,unknown,0,0,0,1,0.6138097,0
35,management,single,tertiary,no,-202,yes,no,unknown,9,may,1461,2,0,unknown,0,0,0,1,0.613668,0
36,technician,single,secondary,no,54,no,no,cellular,22,may,563,1,0,unknown,0,0,0,1,0.6129466,0
45,services,divorced,secondary,no,1381,no,no,unknown,19,jun,653,2,0,unknown,0,0,0,1,0.61287254,0
38,services,married,secondary,no,-448,yes,no,cellular,21,jul,929,15,0,unknown,0,0,0,1,0.60984564,0
36,management,married,tertiary,no,361,no,no,cellular,5,jun,200,2,0,unknown,0,0,0,1,0.6066173,0
47,management,married,tertiary,no,1122,no,no,cellular,24,dec,956,1,0,unknown,0,0,0,1,0.60650194,0
32,management,single,tertiary,no,1434,no,no,cellular,11,aug,1144,3,0,unknown,0,0,0,1,0.6057072,0
58,unemployed,divorced,secondary,no,0,no,no,unknown,23,jun,598,2,0,unknown,0,0,0,1,0.60536426,0
52,technician,married,unknown,no,9687,yes,no,unknown,29,may,936,1,0,unknown,0,0,0,1,0.6049733,0
37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,0,unknown,0,0,0,1,0.6046158,0
37,technician,single,tertiary,no,6889,yes,no,cellular,21,nov,1221,1,0,unknown,0,0,0,1,0.6008414,0
41,technician,single,secondary,no,30,no,no,unknown,23,may,1003,1,0,unknown,0,0,0,1,0.6008031,0
25,blue-collar,single,secondary,no,286,yes,no,cellular,18,may,663,2,0,unknown,0,0,0,1,0.59862024,0
24,management,single,tertiary,no,0,no,no,cellular,6,oct,526,1,0,unknown,0,0,0,1,0.59620893,0
25,student,single,secondary,no,703,no,no,cellular,5,may,1100,3,0,unknown,0,0,0,1,0.5961733,0
45,admin.,married,secondary,no,129,yes,no,cellular,9,sep,307,2,1,failure,1,191,0,1,0.5941683,0
75,admin.,married,unknown,no,1093,no,no,cellular,22,apr,369,1,0,unknown,0,0,0,1,0.59352136,0
40,technician,married,secondary,no,826,no,no,unknown,24,feb,174,1,2,other,1,267,0,1,0.5921146,0
33,management,single,tertiary,no,9317,no,no,cellular,26,may,267,1,3,failure,1,205,0,1,0.59194916,0
73,retired,divorced,secondary,no,7111,yes,no,cellular,12,apr,284,1,1,success,1,182,0,1,0.5912173,0
30,technician,single,secondary,no,1532,no,no,cellular,23,sep,447,1,6,failure,1,489,0,1,0.59105974,0
36,self-employed,married,tertiary,no,687,yes,no,cellular,28,may,568,8,0,unknown,0,0,0,1,0.58878374,0
50,services,married,secondary,no,1126,no,no,cellular,4,aug,679,1,0,unknown,0,0,0,1,0.5876296,0
57,retired,divorced,secondary,no,316,no,no,cellular,28,jan,935,2,0,unknown,0,0,0,1,0.58534265,0
38,blue-collar,divorced,secondary,no,814,yes,no,cellular,21,nov,1166,1,3,other,1,155,0,1,0.58439523,0
39,management,married,tertiary,no,562,no,no,cellular,13,sep,303,2,0,unknown,0,0,0,1,0.582655,0
31,management,single,tertiary,no,3967,yes,no,cellular,21,nov,859,1,1,failure,1,182,0,1,0.58242667,0
32,blue-collar,single,tertiary,no,60,yes,yes,cellular,11,aug,248,2,1,failure,1,462,0,1,0.58128244,0
56,technician,married,secondary,no,589,yes,no,cellular,18,nov,208,1,3,success,1,26,0,1,0.5812129,0
45,unknown,single,secondary,no,0,no,no,unknown,18,jun,1487,1,0,unknown,0,0,0,1,0.580237,0
32,management,married,tertiary,no,628,no,no,cellular,30,apr,280,1,0,unknown,0,0,0,1,0.5800436,0
30,management,single,tertiary,no,552,yes,no,cellular,5,aug,648,2,0,unknown,0,0,0,1,0.57871294,0
53,technician,married,secondary,no,4807,no,no,telephone,19,feb,255,3,0,unknown,0,0,0,1,0.57637954,0
39,admin.,married,secondary,no,26233,no,no,cellular,2,oct,462,1,0,unknown,0,0,0,1,0.5756281,0
37,management,married,tertiary,no,539,no,no,cellular,18,jan,540,2,3,failure,1,115,0,1,0.574519,0
86,retired,married,primary,no,1817,no,no,cellular,16,mar,272,3,0,unknown,0,0,0,1,0.5725161,0
42,management,single,tertiary,no,4264,yes,no,unknown,28,may,882,1,0,unknown,0,0,0,1,0.57179016,0
51,technician,married,secondary,no,-491,yes,yes,cellular,13,may,805,2,0,unknown,0,0,0,1,0.5717759,0
66,retired,married,tertiary,no,2820,no,no,cellular,5,mar,115,2,0,unknown,0,0,0,1,0.5709243,0
69,retired,married,secondary,no,745,no,no,telephone,9,sep,595,1,0,unknown,0,0,0,1,0.5674933,0
41,blue-collar,divorced,secondary,no,388,no,no,cellular,14,aug,605,2,0,unknown,0,0,0,1,0.5654664,0
24,student,single,secondary,no,228,no,no,cellular,2,jun,154,1,0,unknown,0,0,0,1,0.5649483,0
38,blue-collar,married,secondary,no,384,yes,no,unknown,6,may,1906,3,0,unknown,0,0,0,1,0.5643872,0
29,unknown,single,secondary,no,923,no,no,cellular,26,may,333,1,0,unknown,0,0,0,1,0.56434417,0
70,retired,married,primary,no,3782,no,no,cellular,16,mar,618,1,0,unknown,0,0,0,1,0.5641073,0
39,management,divorced,tertiary,no,5009,yes,no,cellular,15,jul,1083,2,0,unknown,0,0,0,1,0.56400186,0
40,technician,married,secondary,no,265,no,no,unknown,18,jun,1365,4,0,unknown,0,0,0,1,0.5560294,0
34,management,single,tertiary,no,382,no,no,cellular,3,nov,193,1,0,unknown,0,0,0,1,0.5543606,0
34,blue-collar,married,secondary,no,0,yes,no,unknown,30,jun,780,3,0,unknown,0,0,0,1,0.55421346,0
33,management,married,tertiary,no,335,no,no,cellular,12,may,527,2,0,unknown,0,0,0,1,0.5537855,0
39,services,married,secondary,no,323,no,no,cellular,3,dec,1804,3,3,other,1,182,0,1,0.55335677,0
41,blue-collar,single,secondary,no,184,yes,no,unknown,9,may,1054,2,0,unknown,0,0,0,1,0.5526883,0
34,admin.,married,tertiary,no,798,yes,no,cellular,8,mar,284,2,0,unknown,0,0,0,1,0.5522218,0
54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,1187,2,2,success,1,320,0,1,0.5520297,0
40,technician,single,secondary,no,398,yes,no,cellular,15,may,642,1,0,unknown,0,0,0,1,0.5498623,0
35,management,married,tertiary,no,3402,no,no,cellular,14,dec,269,1,2,failure,1,194,0,1,0.54963577,0
29,blue-collar,married,secondary,no,3310,no,no,cellular,2,jun,344,2,2,failure,1,117,0,1,0.54933876,0
40,management,single,tertiary,no,171,no,no,cellular,19,aug,1241,3,0,unknown,0,0,0,1,0.5490093,0
70,management,married,tertiary,no,5563,no,no,cellular,6,feb,146,1,0,unknown,0,0,0,1,0.54899544,0
34,management,divorced,tertiary,no,0,yes,no,cellular,19,nov,1283,1,0,unknown,0,0,0,1,0.54858303,0
57,retired,married,primary,no,4908,no,no,cellular,30,jan,868,1,0,unknown,0,0,0,1,0.54616547,0
24,technician,single,secondary,no,139,no,no,cellular,14,apr,259,1,0,unknown,0,0,0,1,0.5440516,0
43,admin.,single,secondary,no,386,no,no,cellular,12,oct,242,1,4,success,1,92,0,1,0.5439315,0
27,student,single,secondary,no,1164,no,no,cellular,21,oct,256,2,2,failure,1,104,0,1,0.54354876,0
33,management,single,tertiary,no,576,no,no,cellular,2,nov,144,1,0,unknown,0,0,0,1,0.54289395,0
58,retired,divorced,secondary,no,-370,no,no,cellular,17,nov,1449,1,0,unknown,0,0,0,1,0.5424381,0
39,management,married,tertiary,no,1572,no,no,cellular,7,aug,1462,4,0,unknown,0,0,0,1,0.5423305,0
46,services,married,secondary,no,379,no,no,unknown,11,jun,886,2,0,unknown,0,0,0,1,0.5423022,0
26,management,single,tertiary,no,1370,no,no,cellular,25,mar,231,1,1,other,1,295,0,1,0.5420673,0
30,management,single,tertiary,no,1675,no,no,cellular,4,sep,181,1,0,unknown,0,0,0,1,0.5419767,0
55,management,married,tertiary,no,13578,no,no,cellular,29,oct,247,2,0,unknown,0,0,0,1,0.54159904,0
28,blue-collar,single,secondary,no,402,yes,no,cellular,18,may,632,1,0,unknown,0,0,0,1,0.5403308,0
38,services,married,secondary,no,5293,yes,no,cellular,21,nov,1199,3,3,other,1,155,0,1,0.5395737,0
55,management,married,tertiary,no,42,no,no,cellular,26,may,318,1,0,unknown,0,0,0,1,0.5393619,0
29,management,married,secondary,no,160,no,no,cellular,9,feb,844,2,0,unknown,0,0,0,1,0.53646994,0
57,self-employed,divorced,tertiary,no,6519,no,no,cellular,20,nov,1040,1,0,unknown,0,0,0,1,0.53586733,0
35,management,married,tertiary,no,1041,no,no,cellular,18,nov,586,1,3,other,1,120,0,1,0.5346834,0
30,admin.,single,secondary,no,40,no,no,cellular,22,apr,382,2,0,unknown,0,0,0,1,0.53402144,0
53,admin.,married,secondary,no,0,no,no,telephone,6,sep,353,1,5,failure,1,655,0,1,0.5340019,0
51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,0,unknown,0,0,0,1,0.53288025,0
66,entrepreneur,married,primary,no,0,no,no,telephone,12,aug,701,1,0,unknown,0,0,0,1,0.53275895,0
52,technician,married,secondary,no,0,yes,no,cellular,10,mar,164,1,0,unknown,0,0,0,1,0.53273594,0
46,unemployed,married,secondary,no,1040,no,no,telephone,12,aug,542,1,5,failure,1,78,0,1,0.5321954,0
55,retired,married,tertiary,no,357,yes,no,cellular,30,apr,878,1,0,unknown,0,0,0,1,0.5312121,0
59,technician,married,tertiary,no,883,no,no,cellular,18,sep,1551,1,3,failure,1,31,0,1,0.5311955,0
42,technician,married,secondary,no,8036,no,no,unknown,9,jun,948,5,0,unknown,0,0,0,1,0.53105,0
59,retired,married,primary,no,0,no,no,unknown,18,jun,1009,1,0,unknown,0,0,0,1,0.53104246,0
53,admin.,divorced,secondary,no,28,yes,yes,cellular,12,may,673,4,0,unknown,0,0,0,1,0.5309302,0
60,management,married,tertiary,no,3387,no,no,cellular,14,aug,636,2,0,unknown,0,0,0,1,0.52995616,0
52,admin.,married,secondary,no,2347,no,yes,cellular,12,aug,603,3,0,unknown,0,0,0,1,0.52931505,0
47,services,married,secondary,no,2322,no,no,cellular,22,aug,618,1,0,unknown,0,0,0,1,0.5289632,0
24,technician,single,secondary,no,1234,no,no,cellular,27,may,480,2,0,unknown,0,0,0,1,0.5261125,0
35,technician,single,tertiary,no,458,yes,no,unknown,21,may,1091,3,0,unknown,0,0,0,1,0.52554274,0
40,management,married,tertiary,no,6008,yes,no,cellular,18,nov,989,1,0,unknown,0,0,0,1,0.5248564,0
50,technician,married,tertiary,no,0,no,yes,cellular,6,jul,257,1,7,failure,1,85,0,1,0.5234411,0
55,technician,divorced,secondary,no,2730,no,no,cellular,4,aug,430,2,0,unknown,0,0,0,1,0.52311915,0
32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,0,unknown,0,0,0,1,0.5229179,0
82,retired,married,primary,no,103,no,no,cellular,1,sep,368,1,0,unknown,0,0,0,1,0.5227954,0
58,management,married,tertiary,no,9683,no,no,cellular,4,aug,857,2,0,unknown,0,0,0,1,0.52218485,0
27,technician,married,secondary,no,2460,yes,no,cellular,15,may,600,2,0,unknown,0,0,0,1,0.5203612,0
36,self-employed,single,tertiary,no,583,no,no,cellular,30,jan,859,1,1,other,1,235,0,1,0.5188986,0
46,technician,married,secondary,no,6993,yes,no,cellular,17,apr,326,3,1,success,1,148,0,1,0.51876587,0
30,blue-collar,single,unknown,no,694,yes,yes,cellular,18,may,599,1,4,success,1,306,0,1,0.51875424,0
25,student,single,tertiary,no,293,no,no,cellular,12,apr,231,1,0,unknown,0,0,0,1,0.5180535,0
24,student,single,secondary,no,154,no,no,cellular,4,sep,205,2,0,unknown,0,0,0,1,0.5168839,0
54,self-employed,married,secondary,no,3529,no,no,cellular,4,aug,686,2,0,unknown,0,0,0,1,0.5168142,0
54,blue-collar,divorced,secondary,no,218,no,no,unknown,6,jun,514,2,0,unknown,0,0,0,1,0.51488304,0
36,blue-collar,married,secondary,no,2454,yes,no,cellular,6,apr,1859,1,0,unknown,0,0,0,1,0.51391846,0
40,management,married,tertiary,no,2840,yes,no,cellular,8,jul,1720,4,0,unknown,0,0,0,1,0.51337385,0
55,management,married,tertiary,no,6770,no,no,cellular,27,apr,167,1,0,unknown,0,0,0,1,0.51320857,0
50,unemployed,single,secondary,no,2668,no,no,telephone,17,nov,1606,1,0,unknown,0,0,0,1,0.51285875,0
60,self-employed,married,primary,no,362,no,yes,cellular,28,jan,326,1,6,success,1,183,0,1,0.51260847,0
26,blue-collar,single,secondary,no,-333,no,yes,unknown,4,jul,692,1,0,unknown,0,0,0,1,0.51247877,0
37,unemployed,single,secondary,no,490,yes,yes,cellular,7,may,739,2,3,failure,1,325,0,1,0.5106768,0
44,blue-collar,divorced,primary,no,3953,yes,no,cellular,20,nov,661,1,0,unknown,0,0,0,1,0.5093118,0
47,technician,married,tertiary,no,-744,yes,yes,cellular,20,nov,1256,1,0,unknown,0,0,0,1,0.50865555,0
46,management,married,tertiary,no,4039,yes,no,cellular,31,jul,716,9,0,unknown,0,0,0,1,0.50828475,0
20,admin.,single,secondary,no,336,no,yes,cellular,5,jun,133,1,0,unknown,0,0,0,1,0.50625026,0
57,admin.,married,secondary,no,3242,no,no,cellular,8,aug,521,4,0,unknown,0,0,0,1,0.5049226,0
51,management,single,tertiary,no,1565,yes,no,cellular,24,jul,870,3,0,unknown,0,0,0,1,0.5021708,0
35,self-employed,single,secondary,no,1732,no,no,telephone,21,nov,1441,3,0,unknown,0,0,0,1,0.5006727,0
30,management,married,tertiary,no,942,no,no,cellular,2,jun,146,2,0,unknown,0,0,0,1,0.50056887,0
32,management,married,tertiary,no,1660,yes,no,cellular,11,jul,1389,2,0,unknown,0,0,0,1,0.5003058,0
61,retired,married,secondary,no,5196,no,no,telephone,16,mar,244,2,4,other,1,95,0,1,0.500246,0
